Dự án/ khu,Đường/Phố,Xã/ Phường/ Thị trấn,Quận/Huyện,Diện tích(m2),Giá (tỷ đồng),Số phòng ngủ,Số toilet,dudoan_RF,Mã quận huyện,Mã xã phường,Mã đường phố,Mã dự án
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,61.0,2.6,2.0,1.0,2.7080333333333324,2,113,208,470
Dreamland Bonanza,Duy Tân,Mỹ Đình 2,Nam Từ Liêm,73.0,4.1,3.0,1.933083511777302,3.9260700000000046,11,59,32,101
Sunshine Riverside,Không có,Phú Thượng,Tây Hồ,98.0,4.5,3.0,2.0,4.5192000000000005,16,79,72,377
Stellar Garden,Lê Văn Thiêm,Thanh Xuân Trung,Thanh Xuân,112.1,5.3,3.0,2.0,5.180400000000005,13,102,96,367
Hà Nội Melody Residences,Bằng Liệt,Hoàng Liệt,Hoàng Mai,68.0,2.4,2.0,2.0,2.3047666666666697,7,26,14,184
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,109.0,4.6,2.0,2.0,4.469850000000004,13,102,132,165
Bohemia Residence,Lê Văn Thiêm,Thanh Xuân Trung,Thanh Xuân,127.0,5.4,3.0,2.0,5.426124999999994,13,102,96,47
N04 Trần Duy Hưng,Hoàng Đạo Thúy,Trung Hòa,Cầu Giấy,128.0,7.0,2.0,2.0,6.803590000000002,2,113,50,291
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,143.0,8.0,3.0,3.0,8.0048,13,107,145,348
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,55.0,2.2,2.45452528837622,1.933083511777302,2.201333333333331,11,126,283,200
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,131.0,6.9,3.0,2.0,7.029999999999996,13,107,145,348
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,130.0,6.0,3.0,1.933083511777302,6.269500000000001,13,107,145,348
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,190.0,10.5,4.0,3.0,9.854999999999999,13,107,145,348
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,71.0,3.8,2.0,2.0,3.6194530952380997,13,107,145,348
CT5-CT6 Lê Đức Thọ,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,97.0,4.56,3.0,2.0,4.34947,11,59,98,65
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,103.0,5.8,3.0,1.933083511777302,6.058469999999999,13,71,95,41
Discovery Complex,Cầu Giấy,Dịch Vọng,Cầu Giấy,194.0,9.6,4.0,3.0,9.15180000000001,2,18,26,98
Văn Phú Victoria,Lê Trọng Tấn,Phú La,Hà Đông,73.5,2.2,2.0,2.0,2.069658333333332,8,77,93,488
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,75.0,2.7,2.0,2.0,2.5993166666666645,7,159,281,111
The Pavilion - Vinhomes Ocean Park,Lý Thánh Tông,Không có,Gia Lâm,93.2,3.3,3.0,2.0,3.4678999999999998,3,30,101,412
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,86.0,3.5,3.0,2.0,3.537500000000001,3,17,277,423
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,46.0,1.57,1.0,1.0,1.650093095238094,3,17,277,423
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,60.0,2.25,2.0,1.933083511777302,2.3348249999999995,11,126,72,414
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,45.0,1.57,1.0,1.0,1.598089047619045,3,17,277,423
Chung cư Ruby City CT3,Phúc Lợi,Giang Biên,Long Biên,70.0,1.7,3.0,2.0,1.7403866666666679,9,20,171,83
Ruby City,Giang Biên,Giang Biên,Long Biên,70.0,1.85,2.0,2.0,1.866473333333331,9,20,36,349
Chung cư Ruby City CT3,Phúc Lợi,Giang Biên,Long Biên,54.5,1.36,2.0,2.0,1.5465000000000015,9,20,171,83
Green House,Không có,Đức Giang,Long Biên,72.0,1.84,2.0,2.0,1.9084166666666667,9,165,72,148
Rose Town,Ngọc Hồi,Hoàng Liệt,Hoàng Mai,71.0,2.1,2.0,2.0,1.9040237523440617,7,26,158,347
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,160.0,8.9,4.0,3.0,9.12699999999999,13,71,95,41
Việt Hưng,Không có,Đức Giang,Long Biên,75.0,1.75,2.0,1.0,1.6693666666666684,9,165,72,485
Valencia Garden,Không có,Đức Giang,Long Biên,66.9,1.93,2.0,2.0,2.303450000000001,9,165,72,463
An Bình Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,83.0,3.85,3.0,2.0,3.5898166666666684,11,59,206,29
Không có,Không có,Minh Khai,Hai Bà Trưng,40.0,0.95,2.0,1.933083511777302,1.1136000000000017,4,55,72,221
Imperia Sky Garden,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,82.0,4.0,2.45452528837622,1.933083511777302,3.9548990476190475,4,131,112,199
Rose Town,Ngọc Hồi,Hoàng Liệt,Hoàng Mai,71.0,1.7,2.0,2.0,1.9040237523440617,7,26,158,347
Sài Đồng,Không có,Sài Đồng,Long Biên,57.0,1.6,2.0,1.933083511777302,1.6208499999999981,9,95,72,378
Mipec Rubik 360,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,69.0,3.9,2.0,2.0,3.9065633333333305,2,19,260,266
Không có,Bạch Mai,Bạch Mai,Hai Bà Trưng,52.0,0.638,2.0,2.0,0.8903893333333334,4,6,12,221
Không có,Láng,Quan Hoa,Cầu Giấy,50.0,0.64,2.0,2.0,0.7012400000000004,2,89,87,221
Không có,Phạm Ngọc Thạch,Khâm Thiên,Đống Đa,52.0,0.62,2.0,2.0,0.6760399999999991,19,29,174,221
Golden Park Tower,Phạm Văn Bạch,Yên Hòa,Cầu Giấy,100.0,5.4,3.0,1.933083511777302,5.421834999999993,2,145,175,141
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,98.0,4.8,3.0,1.933083511777302,4.983750000000007,13,102,132,198
Không có,Lạc Long Quân,Bưởi,Tây Hồ,56.0,0.665,2.0,2.0,0.6921216666666665,16,5,107,221
Moonlight 1 - An Lạc Green Symphony,Không có,An Khánh,Hoài Đức,95.15,3.88,2.45452528837622,1.933083511777302,3.6164799999999993,5,0,72,269
Sun Square,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,108.0,3.6,3.0,2.0,4.121499999999995,11,59,98,372
Không có,Giải Phóng,Giáp Bát,Hoàng Mai,59.0,0.805,2.0,2.0,0.8518966666666672,7,22,39,221
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,116.0,5.3,3.0,2.0,5.443650000000004,11,12,54,471
Không có,Lạc Long Quân,Bưởi,Tây Hồ,52.0,0.8,2.0,2.0,0.7672766666666658,16,5,107,221
Trinity Tower,Hồ Mễ Trì,Nhân Chính,Thanh Xuân,90.8,4.3,3.0,2.0,4.180533333333339,13,71,63,436
Thăng Long Number One,Không có,Trung Hòa,Cầu Giấy,117.0,4.33,3.0,2.0,4.521772177822179,2,113,72,429
The Tonkin - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,90.0,3.8,3.0,2.0,3.9760576190476224,11,126,72,418
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,78.0,2.75,2.0,1.933083511777302,2.7828344444444446,1,76,64,144
Anland Complex,Tố Hữu,Dương Nội,Hà Đông,75.0,2.45,3.0,1.933083511777302,2.520541666666664,8,16,235,31
Hà Nội Melody Residences,Bằng Liệt,Hoàng Liệt,Hoàng Mai,68.0,2.4,2.0,1.933083511777302,2.3643000000000027,7,26,14,184
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,80.0,2.6,2.0,2.0,2.6704499999999984,11,117,235,115
Legend Tower 109 Nguyễn Tuân,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,75.0,3.3,2.0,2.0,3.496822619047623,13,102,146,246
Trung Hòa Nhân Chính,Hoàng Đạo Thúy,Trung Hòa,Cầu Giấy,150.0,4.6,3.0,3.0,5.094599999999995,2,113,50,437
HPC Landmark 105,Không có,La Khê,Hà Đông,155.0,3.6,3.0,3.0,4.113246666666666,8,42,72,160
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,112.0,5.0,3.0,2.0,5.131500000000001,13,102,132,198
Legend Tower 109 Nguyễn Tuân,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,112.0,5.3,3.0,2.0,5.239408333333338,13,102,146,246
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,120.0,4.7,3.0,2.0,4.781595238095238,13,102,132,165
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,66.0,2.3,2.0,2.0,3.1243972402597393,13,102,146,135
HUD3 Tower,Tô Hiệu,Nguyễn Trãi,Hà Đông,120.0,3.4,3.0,2.0,3.517680952380953,8,67,231,162
Không có,Phúc Diễn,Tây Mỗ,Nam Từ Liêm,80.0,3.6,2.0,1.933083511777302,3.587100000000004,11,126,170,221
KĐT Cổ Nhuế,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,73.0,2.9,2.0,2.0,2.953682857142857,1,14,176,226
SDU 143 Trần Phú,Trần Phú,Văn Quán,Hà Đông,60.0,1.7,2.0,2.0,2.3172428787878787,8,135,214,350
Hyundai Hillstate,Tô Hiệu,Hà Cầu,Hà Đông,168.0,6.5,4.0,1.933083511777302,6.318923333333332,8,28,231,180
Ngõ 169,Kim Mã,Ngọc Khánh,Ba Đình,50.0,1.0,2.45452528837622,1.933083511777302,1.35084,0,65,78,310
HH1 Linh Đàm,Linh Đường,Hoàng Liệt,Hoàng Mai,83.0,2.0,2.45452528837622,1.933083511777302,2.1724999999999994,7,26,84,155
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,95.0,5.2,3.0,2.0,5.864632836607837,2,113,208,470
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,64.0,3.15,2.0,2.0,3.0743107142857142,11,126,72,414
Việt Đức Complex,Lê Văn Lương,Nhân Chính,Thanh Xuân,100.0,3.2,3.0,2.0,3.3444999999999965,13,71,95,486
The K Park,Lê Trọng Tấn,Phúc La,Hà Đông,60.0,2.19,2.45452528837622,1.933083511777302,2.233866666666666,8,81,93,403
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,74.0,3.1,2.0,2.0,3.034699999999998,11,117,235,115
D. El Dorado II,Võ Chí Công,Xuân La,Tây Hồ,76.0,4.4,2.0,2.0,4.119470833333328,16,141,240,92
D’. El Dorado,Nguyễn Hoàng Tôn,Phú Thượng,Tây Hồ,76.0,5.2,2.0,2.0,4.336474999999996,16,79,131,103
D’. El Dorado II,Võ Chí Công,Xuân La,Tây Hồ,95.0,7.2,3.0,2.0,6.1986,16,141,240,104
Hà Nội Melody Residences,Bằng Liệt,Hoàng Liệt,Hoàng Mai,79.0,2.38,2.45452528837622,1.933083511777302,2.3252533333333316,7,26,14,184
Rivera Park Hà Nội,Vũ Trọng Phụng,Thanh Xuân Trung,Thanh Xuân,70.0,3.65,2.0,2.0,3.5838702380952383,13,102,253,343
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,27.3,1.674,2.45452528837622,1.933083511777302,1.6757600000000021,11,126,72,263
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,106.0,6.0,3.0,2.0,6.174100000000001,13,71,95,41
The Matrix One,Lê Quang Đạo,Mễ Trì,Nam Từ Liêm,112.0,6.4,3.0,2.0,6.116638095238094,11,56,91,406
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,60.0,3.5,2.0,2.0,3.1395,11,126,283,200
Times Tower - HACC1 Complex Building,Lê Văn Lương,Nhân Chính,Thanh Xuân,112.0,5.0,3.0,2.0,5.208808333333332,13,71,95,434
Smile Building,Nguyễn Cảnh Dị,Định Công,Hoàng Mai,78.0,3.2,2.0,2.0,3.053319999999998,7,162,128,360
Không có,Lạc Trung,Thanh Lương,Hai Bà Trưng,51.0,0.655,2.0,1.933083511777302,0.7642500000000007,4,96,108,221
Không có,Chùa Bộc,Quang Trung,Đống Đa,58.0,0.84,2.0,1.0,0.8525100000000008,19,90,19,221
Không có,Giải Phóng,Giáp Bát,Hoàng Mai,58.0,0.848,2.0,1.0,0.8463199999999996,7,22,39,221
Không có,Không có,Nghĩa Tân,Cầu Giấy,55.0,1.399,3.0,2.0,1.1661483333333336,2,62,72,221
Không có,Liễu Giai,Liễu Giai,Ba Đình,48.0,0.639,2.0,1.0,0.8819499999999998,0,46,85,221
The Garden Hills - 99 Trần Bình,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,66.0,2.5,2.0,2.0,2.5747022222222222,11,59,206,398
The Garden Hills - 99 Trần Bình,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,64.0,2.5,2.0,2.0,2.7376633333333324,11,59,206,398
KĐT Mễ Trì Hạ,Phạm Hùng,Mễ Trì,Nam Từ Liêm,98.1,3.25,2.0,2.0,3.4935750000000003,11,56,173,229
The Park Home,Thành Thái,Dịch Vọng,Cầu Giấy,154.04,9.6,4.0,1.933083511777302,9.479180000000003,2,18,190,410
M3 - M4 Nguyễn Chí Thanh,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,165.0,4.85,3.0,2.0,5.785166666666674,19,43,125,254
An Lạc Green Symphony,Không có,Vân Canh,Hoài Đức,66.68,2.4,2.0,2.0,2.537680000000001,5,133,72,30
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,60.0,1.56,2.0,1.933083511777302,1.648128049902883,3,17,72,475
The Two Residence - Gamuda Garden,Pháp Vân,Yên Sở,Hoàng Mai,75.0,3.15,2.0,2.0,3.0921499999999984,7,147,167,419
The Zen Residence,Pháp Vân,Yên Sở,Hoàng Mai,55.0,2.4,1.0,1.0,2.4097800000000027,7,147,167,422
6th Element,Nguyễn Văn Huyên,Xuân La,Tây Hồ,83.0,4.4,2.0,2.0,4.673461904761903,16,141,149,20
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,69.0,2.5,2.0,1.933083511777302,2.319198809523809,3,17,72,475
Bohemia Residence,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,127.0,5.5,3.0,2.0,5.248874999999997,13,102,132,47
Không có,Hồ Tùng Mậu,Mai Dịch,Cầu Giấy,50.0,1.4,2.45452528837622,1.933083511777302,1.3089800000000016,2,53,64,221
Hà Nội Center Point,Hoàng Đạo Thúy,Nhân Chính,Thanh Xuân,78.0,4.1,2.0,1.933083511777302,3.555100000000004,13,71,50,182
The Pavilion - Vinhomes Ocean Park,Lý Thánh Tông,Không có,Gia Lâm,78.0,2.585,2.0,1.933083511777302,2.523664761904764,3,30,101,412
Xuân Phương Residence,Không có,Phương Canh,Nam Từ Liêm,55.0,2.05,2.0,1.0,2.0447000000000024,11,84,72,497
Times Tower - HACC1 Complex Building,Lê Văn Lương,Nhân Chính,Thanh Xuân,107.5,5.1,3.0,1.933083511777302,5.0522,13,71,95,434
Liễu Giai Tower,Liễu Giai,Cống Vị,Ba Đình,66.0,3.47,2.0,1.933083511777302,3.4466499999999978,0,11,85,249
Liễu Giai Tower,Liễu Giai,Cống Vị,Ba Đình,71.0,3.7,2.0,1.933083511777302,3.904833333333329,0,11,85,249
CT2 Trung Văn Viettel Hancic,Tố Hữu,Trung Văn,Nam Từ Liêm,111.7,4.05,3.0,1.933083511777302,4.008650000000006,11,117,235,58
Hinode City,Minh Khai,Minh Khai,Hai Bà Trưng,100.0,6.5,3.0,2.0,6.296400000000001,4,55,112,174
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,73.0,3.8,2.0,2.0,3.7307566666666703,11,58,173,476
KĐT Linh Đàm,Không có,Đại Kim,Hoàng Mai,69.0,2.25,2.0,2.0,2.240900000000001,7,159,72,227
Vinhomes Ocean Park Gia Lâm,Hải Âu,Dương Xá,Gia Lâm,100.0,3.7,3.0,2.0,3.4579595238095235,3,17,59,475
Việt Đức Complex,Lê Văn Lương,Nhân Chính,Thanh Xuân,101.0,3.0,3.0,2.0,3.427499999999996,13,71,95,486
D’. Le Roi Soleil - Quảng An,Xuân Diệu,Quảng An,Tây Hồ,110.0,8.0,3.0,1.933083511777302,7.3344000000000005,16,94,258,107
Hyundai Hillstate,Tô Hiệu,Hà Cầu,Hà Đông,134.0,5.35,3.0,2.0,4.820635714285715,8,28,231,180
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,72.0,2.55,2.0,2.0,2.4182011416361453,3,17,72,475
K35 Tân Mai,Tân Mai,Tương Mai,Hoàng Mai,78.3,3.1,2.0,2.0,3.149639999999999,7,127,226,208
Discovery Complex,Cầu Giấy,Dịch Vọng,Cầu Giấy,210.0,10.5,4.0,1.933083511777302,10.164566666666675,2,18,26,98
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,80.2,3.35,3.0,1.933083511777302,3.413633333333333,11,126,72,414
Central Field Trung Kính,Trung Kính,Yên Hòa,Cầu Giấy,68.0,3.7,2.0,2.0,3.688699999999995,2,145,201,68
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,90.0,5.8,3.0,2.0,5.327175000000003,2,113,208,470
Vinhomes Smart City Đại Mỗ,32,Tây Mỗ,Nam Từ Liêm,69.0,2.38,2.0,2.0,2.5393928571428552,11,126,2,479
Sunshine Riverside,Không có,Phú Thượng,Tây Hồ,94.0,4.2,3.0,2.0,4.238166666666664,16,79,72,377
Mandarin Garden,Hoàng Minh Giám,Trung Hòa,Cầu Giấy,172.0,9.98,3.0,2.0,9.818059999999997,2,113,46,260
Ngô Thì Nhậm,Ngô Thì Nhậm,Hà Cầu,Hà Đông,63.0,2.1,2.0,1.0,1.9752624999999984,8,28,155,308
Unimax Twin Tower,Quang Trung,Phúc La,Hà Đông,105.0,2.8,3.0,2.0,2.8166000000000038,8,81,179,455
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,69.0,2.25,2.0,2.0,2.156183333333333,3,17,72,475
Intracom1,Trung Văn,Trung Văn,Nam Từ Liêm,103.0,2.86,3.0,2.0,3.002241666666669,11,117,202,205
X2 Đại Kim,Trần Hòa,Đại Kim,Hoàng Mai,87.0,2.83,3.0,1.933083511777302,2.8752166666666685,7,159,209,492
SME Hoàng Gia,Tô Hiệu,Nguyễn Trãi,Hà Đông,191.0,4.7,3.0,4.0,5.501766666666666,8,67,231,351
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,190.0,8.3,5.0,4.0,8.322099999999992,9,95,52,245
SME Hoàng Gia,Tô Hiệu,Quang Trung,Hà Đông,133.0,2.66,3.0,3.0,4.884058333333336,8,90,231,351
Không có,Nguyễn Cơ Thạch,Mỹ Đình 1,Nam Từ Liêm,64.0,2.2,2.0,1.0,2.3737788095238064,11,58,127,221
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,50.0,2.1,2.45452528837622,1.933083511777302,2.1179999999999977,9,95,52,245
Đại Thanh,70,Tả Thanh Oai,Thanh Trì,80.0,1.35,3.0,2.0,1.6323199999999982,12,128,5,504
Thăng Long Capital,Không có,An Khánh,Hoài Đức,75.0,1.85,2.0,1.933083511777302,2.1947966666666634,5,0,72,427
VOV Mễ Trì,Lương Thế Vinh,Mễ Trì,Nam Từ Liêm,81.0,2.5,2.0,2.0,3.194149999999999,11,56,104,458
VOV Mễ Trì,Lương Thế Vinh,Mễ Trì,Nam Từ Liêm,65.0,2.5,2.0,2.0,2.6710000000000003,11,56,104,458
Anland Premium,Tố Hữu,Dương Nội,Hà Đông,90.0,3.3,3.0,2.0,3.2975200000000044,8,16,235,33
The Terra An Hưng,Thanh Bình,Dương Nội,Hà Đông,140.0,5.1,4.0,3.0,5.187400000000008,8,16,185,417
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,80.0,7.6,2.0,2.0,7.307000000000012,0,65,85,473
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,45.0,0.79,1.0,1.0,0.8758933333333343,12,128,165,87
Anland LakeView,Ngô Thì Nhậm,Dương Nội,Hà Đông,82.0,2.8,2.0,2.0,2.7713333333333363,8,16,155,32
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,41.2,1.7,1.0,1.0,1.713735547619048,3,17,277,423
Florence Mỹ Đình,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,98.0,4.5,3.0,2.0,4.340499999999999,11,12,210,127
KĐT Xa La,Phùng Hưng,Phúc La,Hà Đông,82.0,1.85,2.0,2.0,2.1555699999999978,8,81,169,235
KĐTM Dương Nội,Tố Hữu,Dương Nội,Hà Đông,62.0,1.77,2.0,1.933083511777302,1.7896469999999984,8,16,235,240
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,105.0,4.1,3.0,2.0,4.107014920634919,11,117,235,257
Central Field Trung Kính,Trung Kính,Yên Hòa,Cầu Giấy,74.0,3.5,2.0,2.0,3.3181166666666684,2,145,201,68
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,55.0,5.1,1.0,1.0,4.915520000000002,0,65,85,473
Anland Premium,Tố Hữu,Dương Nội,Hà Đông,76.0,2.6,2.0,2.0,2.652749999999999,8,16,235,33
Việt Đức Complex,Lê Văn Lương,Nhân Chính,Thanh Xuân,79.0,2.9,2.0,2.0,2.9236000000000013,13,71,95,486
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,79.0,7.2,2.0,2.0,7.117700000000009,0,65,85,473
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,1000.0,11.2,3.0,2.0,9.051100000000007,0,65,85,473
Eurowindow River Park,5,Đông Hội,Đông Anh,68.2,1.45,2.0,2.0,1.6188599999999989,18,154,3,119
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,81.0,7.1,2.0,2.0,7.1220000000000105,0,65,85,473
Xuân Phương Residence,Không có,Phương Canh,Nam Từ Liêm,55.0,2.05,2.0,1.0,2.0447000000000024,11,84,72,497
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,105.0,4.16,3.0,2.0,4.107014920634919,11,117,235,257
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,131.0,7.4,3.0,2.0,7.029999999999996,13,107,145,348
Không có,Hoàng Quốc Việt,Nghĩa Đô,Cầu Giấy,45.0,2.4,1.0,1.0,1.8457200000000018,2,63,47,221
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,84.0,2.95,2.0,1.933083511777302,2.661590238095237,1,76,64,144
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,160.0,11.0,4.0,1.933083511777302,10.386619047619046,4,131,112,432
Roman Plaza,Tố Hữu,Đại Mỗ,Nam Từ Liêm,136.0,5.49,4.0,3.0,5.342400000000003,11,160,235,346
Times Tower - HACC1 Complex Building,Lê Văn Lương,Nhân Chính,Thanh Xuân,128.0,5.68,3.0,2.0,5.727433333333332,13,71,95,434
Đặng Xá 2,Nguyễn Đức Thuận,Đặng Xá,Gia Lâm,48.0,1.0,2.45452528837622,1.933083511777302,1.606439999999999,3,161,153,506
789 Bộ Tổng Tham Mưu - BQP,Nhân Mỹ,Mỹ Đình 1,Nam Từ Liêm,87.0,2.4,3.0,1.933083511777302,2.7378400000000003,11,58,163,21
N04 Trần Duy Hưng,Hoàng Đạo Thúy,Trung Hòa,Cầu Giấy,134.0,5.5,3.0,2.0,6.353179999999998,2,113,50,291
ĐTM Dịch Vọng,Không có,Dịch Vọng,Cầu Giấy,83.0,3.2,2.0,2.0,3.188123016395366,2,18,72,501
Anland Complex,Tố Hữu,Dương Nội,Hà Đông,85.0,2.6,3.0,2.0,2.795559999999999,8,16,235,31
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,80.0,4.8,3.0,2.0,4.413514285714284,11,126,72,263
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,60.0,2.3,2.0,1.0,2.6008289682539694,13,102,146,135
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,161.0,8.7,4.0,1.933083511777302,8.66166666666668,13,71,95,41
The Emerald,Không có,Mỹ Đình 1,Nam Từ Liêm,78.5,3.6,2.0,1.933083511777302,3.4741000000000044,11,58,72,397
Five Star Kim Giang,Kim Giang,Kim Giang,Thanh Xuân,83.0,3.75,2.0,1.933083511777302,3.692266666666667,13,37,76,126
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,82.0,7.0,2.45452528837622,1.933083511777302,6.973000000000001,0,65,85,473
Chelsea Park,Trung Kính,Yên Hòa,Cầu Giấy,100.0,4.0,2.0,2.0,4.1190333333333315,2,145,201,69
Không có,Lê Thánh Tông,Tràng Tiền,Hoàn Kiếm,60.0,3.8,2.0,1.0,2.8783971428571458,6,119,92,221
Mipec Rubik 360,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,98.0,4.9,2.0,2.0,4.83524166666666,2,19,260,266
Chelsea Park,Trung Kính,Yên Hòa,Cầu Giấy,127.0,4.9,3.0,2.0,5.031566666666659,2,145,201,69
Eco City Việt Hưng,Không có,Giang Biên,Long Biên,65.0,2.1,2.0,2.0,2.1175666666666633,9,20,72,108
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,47.0,0.93,1.0,1.0,0.9828583333333343,12,128,165,87
KĐT Xa La,Phùng Hưng,Phúc La,Hà Đông,58.0,1.35,2.0,1.0,1.4020899999999985,8,81,169,235
Green Park CT15 Việt Hưng,Không có,Giang Biên,Long Biên,102.3,3.95,3.0,2.0,3.9021085714285664,9,20,72,149
Trinity Tower,Hồ Mễ Trì,Nhân Chính,Thanh Xuân,70.5,2.67,2.0,1.933083511777302,2.8188333333333304,13,71,63,436
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,84.0,2.5,2.0,1.933083511777302,2.7769999999999997,9,95,52,245
Xuân Phương Residence,Không có,Phương Canh,Nam Từ Liêm,98.0,3.4,3.0,2.0,3.4004000000000003,11,84,72,497
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,100.0,5.34,3.0,2.0,5.189811190476191,11,12,54,471
Hateco Apollo,70,Phương Canh,Nam Từ Liêm,61.0,2.36,2.0,1.0,2.37716666666667,11,84,5,167
PentStudio,Lạc Long Quân,Phú Thượng,Tây Hồ,90.0,5.5,2.0,2.0,5.395833333333332,16,79,107,335
Vinhomes Smart City ,Không có,Tây Mỗ,Nam Từ Liêm,47.0,1.9,1.0,1.0,1.8476911111111125,11,126,72,478
Anland Complex,Tố Hữu,La Khê,Hà Đông,60.0,2.15,2.0,1.0,2.160646428571431,8,42,235,31
Vinhomes Smart City ,Tây Mỗ,Tây Mỗ,Nam Từ Liêm,82.0,3.0,2.45452528837622,1.933083511777302,3.1954000000000002,11,126,229,478
Vinhomes Smart City ,Không có,Tây Mỗ,Nam Từ Liêm,75.0,3.45,3.0,2.0,3.108900000000002,11,126,72,478
Hanhomes Blue Star,Võ Trung Thành,Trâu Quỳ,Gia Lâm,64.0,1.6,2.0,1.0,1.8378142857142834,3,120,242,164
